Course Code,credits,semester,year,number_of_students,average_mark,std_dev,median,mode,pass_rate
PGSP11359,10,Full year,2023,130,76.19,5.76,74.54,75.32,0.77
PGSP11359,10,Full year,2024,133,76.23,6.24,74.37,74.76,0.79
PGSP11361,10,Full year,2020,107,77.12,7.86,79.94,79.61,0.72
PGSP11361,10,Full year,2021,103,79.44,6.9,78.46,79.39,0.76
PGSP11361,10,Full year,2022,114,77.76,7.04,79.01,79.26,0.71
PGSP11361,10,Full year,2023,107,78.69,7.58,79.83,78.17,0.7
PGSP11361,10,Full year,2024,111,79.56,6.83,78.27,78.45,0.77
PGSP11363,20,Full year,2020,98,62.05,5.64,62.98,61.74,0.94
PGSP11363,20,Full year,2021,95,61.11,5.84,63.51,63.16,0.96
PGSP11363,20,Full year,2022,98,64.2,5.42,63.77,62.14,1.0
PGSP11363,20,Full year,2023,95,60.93,5.1,63.96,61.35,1.0
PGSP11363,20,Full year,2024,91,62.43,4.37,63.73,63.05,0.96
PGSP11364,10,Semester 1,2020,147,68.01,7.16,70.8,70.6,0.7
PGSP11364,10,Semester 1,2021,148,66.71,7.02,69.38,69.22,0.79
PGSP11364,10,Semester 1,2022,135,66.74,6.97,70.41,70.54,0.79
PGSP11364,10,Semester 1,2023,143,66.54,5.55,69.78,70.33,0.74
PGSP11364,10,Semester 1,2024,142,68.09,6.19,70.15,70.81,0.73
PGSP11367,20,Semester 1,2020,133,78.94,9.47,78.22,76.38,0.57
PGSP11367,20,Semester 1,2021,126,75.37,9.54,77.15,77.36,0.63
PGSP11367,20,Semester 1,2022,127,76.85,8.44,77.21,76.61,0.57
PGSP11367,20,Semester 1,2023,131,79.1,9.27,77.05,75.6,0.61
PGSP11367,20,Semester 1,2024,132,75.66,9.55,76.64,76.18,0.6
PGSP11369,20,Full year,2020,77,78.89,6.43,80.45,81.0,0.82
PGSP11369,20,Full year,2021,82,81.89,6.0,81.66,80.55,0.74
PGSP11369,20,Full year,2022,82,80.43,6.28,80.78,80.61,0.8
PGSP11369,20,Full year,2023,83,81.66,7.49,80.81,80.1,0.75
PGSP11369,20,Full year,2024,83,81.72,7.26,80.19,79.61,0.81
PGSP11371,20,Semester 2,2020,128,68.86,9.76,66.05,68.51,0.96
PGSP11371,20,Semester 2,2021,122,66.63,9.1,65.28,68.7,0.93
PGSP11371,20,Semester 2,2022,128,67.69,8.31,66.91,68.47,0.95
PGSP11371,20,Semester 2,2023,125,68.29,9.88,65.71,69.02,0.98
PGSP11371,20,Semester 2,2024,129,67.01,8.74,65.82,70.09,0.9
PGSP11373,10,Semester 2,2020,105,74.44,7.53,75.99,74.88,0.82
PGSP11373,10,Semester 2,2021,96,72.74,7.14,74.72,75.71,0.86
PGSP11373,10,Semester 2,2022,100,74.74,6.91,74.78,76.22,0.81
PGSP11373,10,Semester 2,2023,99,75.23,7.41,75.54,76.7,0.88
PGSP11373,10,Semester 2,2024,105,73.59,6.99,74.3,76.31,0.89
PGSP11379,10,Semester 1,2020,53,72.22,5.92,71.75,73.73,0.8
PGSP11379,10,Semester 1,2021,55,70.55,4.47,71.54,73.24,0.8
PGSP11379,10,Semester 1,2022,58,71.44,5.35,71.96,74.03,0.84
PGSP11379,10,Semester 1,2023,58,71.61,4.7,71.56,73.53,0.86
PGSP11379,10,Semester 1,2024,55,69.81,5.68,71.86,73.13,0.81
PGSP11385,20,Semester 1,2020,102,59.19,7.4,59.47,61.47,0.75
PGSP11385,20,Semester 1,2021,94,58.73,6.38,59.41,61.26,0.75
PGSP11385,20,Semester 1,2022,101,59.54,7.36,58.79,60.87,0.76
PGSP11385,20,Semester 1,2023,99,60.07,5.92,58.56,60.62,0.78
PGSP11385,20,Semester 1,2024,95,61.35,6.34,60.15,60.79,0.79
PGSP11388,10,Full year,2020,81,72.47,9.01,73.56,71.66,0.69
PGSP11388,10,Full year,2021,85,72.08,9.52,72.0,71.69,0.68
PGSP11388,10,Full year,2022,82,72.34,8.1,71.86,73.05,0.72
PGSP11388,10,Full year,2023,77,72.72,8.23,72.18,72.32,0.7
PGSP11388,10,Full year,2024,81,72.71,8.79,72.13,72.25,0.71
PGSP11389,20,Semester 1,2020,49,62.92,6.44,62.4,58.49,0.57
PGSP11389,20,Semester 1,2021,49,61.99,6.06,61.8,59.17,0.61
PGSP11389,20,Semester 1,2022,49,60.32,6.13,60.98,59.31,0.6
PGSP11389,20,Semester 1,2023,49,61.78,6.68,60.76,59.67,0.61
PGSP11389,20,Semester 1,2024,49,61.42,5.83,62.19,59.33,0.56
PGSP11390,20,Semester 1,2020,106,79.14,7.53,79.59,78.78,0.75
PGSP11390,20,Semester 1,2021,99,78.52,7.92,79.01,79.37,0.79
PGSP11390,20,Semester 1,2022,100,78.28,7.2,78.76,79.13,0.78
PGSP11390,20,Semester 1,2023,103,79.63,8.11,79.04,77.84,0.75
PGSP11390,20,Semester 1,2024,100,77.79,7.17,79.06,79.21,0.71
PGSP11391,10,Full year,2020,130,71.12,10.04,72.3,73.39,0.74
PGSP11391,10,Full year,2021,129,71.46,10.4,72.98,72.92,0.8
PGSP11391,10,Full year,2022,128,73.08,10.24,72.83,73.41,0.78
PGSP11391,10,Full year,2023,125,71.43,9.18,72.68,73.54,0.8
PGSP11391,10,Full year,2024,132,71.39,9.95,72.18,73.44,0.77
PGSP11395,20,Full year,2020,62,73.09,7.03,70.85,71.61,0.56
PGSP11395,20,Full year,2021,60,71.74,8.22,69.8,73.03,0.58
PGSP11395,20,Full year,2022,57,71.91,7.29,69.85,72.92,0.64
PGSP11395,20,Full year,2023,58,70.57,6.69,71.17,72.12,0.65
PGSP11395,20,Full year,2024,62,73.28,7.86,69.59,72.19,0.61
PGSP11398,10,Semester 1,2020,92,72.22,7.02,73.24,73.51,0.79
PGSP11398,10,Semester 1,2021,92,71.81,7.34,71.94,73.25,0.75
PGSP11398,10,Semester 1,2022,87,71.32,7.78,72.89,73.92,0.82
PGSP11398,10,Semester 1,2023,88,73.68,8.44,72.22,73.94,0.75
PGSP11398,10,Semester 1,2024,93,73.02,6.85,72.12,73.01,0.74
PGSP11400,10,Full year,2020,111,61.47,9.65,59.21,60.65,0.96
PGSP11400,10,Full year,2021,111,59.1,8.75,58.92,61.35,0.99
PGSP11400,10,Full year,2022,117,62.58,9.35,59.09,61.88,0.95
PGSP11400,10,Full year,2023,115,61.15,9.13,59.61,61.66,0.94
PGSP11400,10,Full year,2024,113,59.12,8.63,59.2,60.92,0.95
PGSP11401,10,Semester 1,2020,137,70.37,6.05,73.16,73.39,0.92
PGSP11401,10,Semester 1,2021,136,71.13,5.38,72.64,74.84,0.94
PGSP11401,10,Semester 1,2022,131,72.83,6.82,72.71,73.87,0.92
PGSP11401,10,Semester 1,2023,131,70.99,5.5,73.03,73.55,0.98
PGSP11401,10,Semester 1,2024,139,73.86,6.77,73.18,74.31,0.93
PGSP11412,10,Semester 1,2020,93,71.96,6.36,69.22,69.22,0.9
PGSP11412,10,Semester 1,2021,90,69.15,6.25,68.79,70.63,0.88
PGSP11412,10,Semester 1,2022,87,70.92,6.8,68.54,69.57,0.84
PGSP11412,10,Semester 1,2023,92,71.76,5.58,68.53,69.61,0.84
PGSP11412,10,Semester 1,2024,92,71.97,5.33,69.25,70.13,0.84
PGSP11416,10,Semester 2,2020,148,74.78,6.11,74.48,75.61,1.0
PGSP11416,10,Semester 2,2021,142,75.15,6.04,74.68,75.25,0.95
PGSP11416,10,Semester 2,2022,136,74.13,4.74,74.12,74.94,0.96
PGSP11416,10,Semester 2,2023,139,72.4,5.29,74.24,75.42,1.0
PGSP11416,10,Semester 2,2024,145,73.69,4.46,73.86,75.85,0.99
PGSP11418,10,Full year,2020,62,86.73,5.69,82.98,84.68,0.77
PGSP11418,10,Full year,2021,60,85.45,7.3,83.2,85.28,0.75
PGSP11418,10,Full year,2022,66,83.77,7.44,83.3,83.79,0.71
PGSP11418,10,Full year,2023,61,86.19,7.23,83.6,85.18,0.74
PGSP11418,10,Full year,2024,64,85.38,5.73,82.98,83.5,0.73
PGSP11419,20,Semester 2,2020,50,83.48,8.48,84.69,82.64,0.77
PGSP11419,20,Semester 2,2021,53,82.13,7.48,84.13,82.63,0.76
PGSP11419,20,Semester 2,2022,53,83.69,7.36,85.27,81.68,0.78
PGSP11419,20,Semester 2,2023,51,85.19,8.37,85.51,82.73,0.85
PGSP11419,20,Semester 2,2024,49,84.56,8.58,85.3,82.63,0.79
PGSP11420,10,Semester 1,2020,109,70.35,5.04,72.39,68.86,0.73
PGSP11420,10,Semester 1,2021,115,72.88,6.06,72.01,68.59,0.65
PGSP11420,10,Semester 1,2022,117,71.86,5.28,72.26,68.7,0.7
PGSP11420,10,Semester 1,2023,114,69.72,6.18,72.48,68.63,0.65
PGSP11420,10,Semester 1,2024,111,70.16,4.36,72.95,70.47,0.71
PGSP11421,20,Full year,2020,52,77.41,5.92,76.3,79.41,0.74
PGSP11421,20,Full year,2021,53,80.51,4.16,76.41,79.89,0.8
PGSP11421,20,Full year,2022,52,78.84,4.84,77.22,79.8,0.77
PGSP11421,20,Full year,2023,53,77.15,5.07,77.81,80.44,0.81
PGSP11421,20,Full year,2024,52,78.32,5.33,77.78,80.78,0.78
PGSP11422,10,Full year,2020,118,73.9,8.0,73.44,72.37,0.97
PGSP11422,10,Full year,2021,116,73.92,7.35,73.34,72.56,0.99
PGSP11422,10,Full year,2022,110,72.92,7.6,73.11,72.05,0.98
PGSP11422,10,Full year,2023,120,73.17,7.79,73.08,73.87,0.94
PGSP11422,10,Full year,2024,116,74.05,8.11,72.0,72.55,0.95
PGSP11423,20,Semester 1,2020,79,80.03,5.92,80.08,75.53,0.71
PGSP11423,20,Semester 1,2021,78,79.62,5.05,80.16,77.02,0.72
PGSP11423,20,Semester 1,2022,83,77.97,5.81,81.19,76.73,0.74
PGSP11423,20,Semester 1,2023,80,76.52,5.61,79.41,75.68,0.71
PGSP11423,20,Semester 1,2024,80,76.43,6.24,80.24,76.24,0.68
PGSP11424,10,Semester 2,2020,49,60.14,5.47,60.81,60.17,0.77
PGSP11424,10,Semester 2,2021,52,59.96,7.04,61.12,59.24,0.85
PGSP11424,10,Semester 2,2022,48,61.83,6.61,61.34,58.58,0.76
PGSP11424,10,Semester 2,2023,52,61.89,5.65,61.55,59.95,0.76
PGSP11424,10,Semester 2,2024,48,61.92,5.84,61.97,59.86,0.84
PGSP11431,10,Semester 2,2020,51,62.81,8.28,65.86,62.41,0.72
PGSP11431,10,Semester 2,2021,51,65.44,6.36,65.86,62.1,0.73
PGSP11431,10,Semester 2,2022,50,62.97,7.53,64.48,62.09,0.72
PGSP11431,10,Semester 2,2023,51,63.22,7.58,65.46,62.39,0.68
PGSP11431,10,Semester 2,2024,48,63.6,7.7,65.0,62.53,0.68
PGSP11445,10,Semester 2,2020,119,78.45,7.43,77.62,77.57,0.62
PGSP11445,10,Semester 2,2021,124,75.02,6.91,77.64,78.36,0.65
PGSP11445,10,Semester 2,2022,113,76.13,8.39,78.05,78.08,0.66
PGSP11445,10,Semester 2,2023,113,76.86,7.78,77.17,78.03,0.63
PGSP11445,10,Semester 2,2024,119,75.35,7.73,78.32,77.6,0.67
PGSP11452,20,Semester 1,2020,135,72.94,9.04,73.76,71.65,0.78
PGSP11452,20,Semester 1,2021,133,73.88,10.31,72.57,71.65,0.77
PGSP11452,20,Semester 1,2022,133,72.85,9.88,73.22,72.03,0.69
PGSP11452,20,Semester 1,2023,137,73.79,9.19,73.1,72.21,0.73
PGSP11452,20,Semester 1,2024,136,72.97,9.26,73.59,72.25,0.76
PGSP11453,20,Semester 2,2020,64,83.01,9.6,84.63,84.31,1.0
PGSP11453,20,Semester 2,2021,67,83.28,8.94,85.11,84.54,0.95
PGSP11453,20,Semester 2,2022,63,83.45,8.19,83.99,85.09,0.95
PGSP11453,20,Semester 2,2023,67,84.22,9.54,84.19,84.98,0.98
PGSP11453,20,Semester 2,2024,61,83.48,9.22,84.3,84.86,0.97
PGSP11455,10,Full year,2020,53,81.7,7.85,80.82,82.14,0.67
PGSP11455,10,Full year,2021,56,82.03,8.42,80.24,82.22,0.67
PGSP11455,10,Full year,2022,53,78.75,7.8,81.13,82.32,0.59
PGSP11455,10,Full year,2023,53,79.1,7.8,80.37,82.67,0.65
PGSP11455,10,Full year,2024,53,80.87,8.26,80.44,83.08,0.66
PGSP11463,10,Full year,2020,78,82.89,7.05,84.56,84.43,0.71
PGSP11463,10,Full year,2021,83,85.48,6.16,83.92,85.83,0.72
PGSP11463,10,Full year,2022,82,85.48,7.4,84.18,84.35,0.71
PGSP11463,10,Full year,2023,76,84.13,6.41,83.73,85.94,0.72
PGSP11463,10,Full year,2024,79,82.0,7.09,84.91,84.17,0.72
PGSP11466,10,Full year,2020,92,66.45,6.24,66.21,68.73,0.82
PGSP11466,10,Full year,2021,87,68.37,7.38,66.22,68.98,0.85
PGSP11466,10,Full year,2022,86,69.04,6.46,66.66,68.26,0.9
PGSP11466,10,Full year,2023,90,67.34,5.6,66.15,68.78,0.82
PGSP11466,10,Full year,2024,95,68.5,6.21,65.91,69.28,0.86
PGSP11467,10,Semester 2,2020,142,83.94,10.17,82.75,83.22,0.67
PGSP11467,10,Semester 2,2021,145,84.2,9.36,82.19,83.2,0.7
PGSP11467,10,Semester 2,2022,142,84.3,9.99,82.23,83.27,0.74
PGSP11467,10,Semester 2,2023,141,85.26,8.7,83.12,84.63,0.74
PGSP11467,10,Semester 2,2024,141,84.28,9.61,83.11,83.78,0.69
PGSP11469,20,Full year,2020,92,68.96,5.4,70.72,68.58,0.81
PGSP11469,20,Full year,2021,89,70.19,5.14,70.27,68.31,0.77
PGSP11469,20,Full year,2022,93,69.05,5.18,70.16,67.98,0.77
PGSP11469,20,Full year,2023,90,66.71,4.86,69.64,67.68,0.82
PGSP11469,20,Full year,2024,88,67.76,5.69,70.43,67.96,0.73
PGSP11471,10,Semester 1,2020,77,60.12,9.59,59.6,62.27,0.59
PGSP11471,10,Semester 1,2021,78,59.01,9.53,59.06,62.06,0.65
PGSP11471,10,Semester 1,2022,78,61.2,10.72,58.8,62.11,0.62
PGSP11471,10,Semester 1,2023,76,60.06,10.01,59.68,62.15,0.61
PGSP11471,10,Semester 1,2024,78,59.25,8.83,58.99,62.27,0.56
PGSP11476,20,Full year,2020,80,77.07,7.75,74.55,79.15,0.95
PGSP11476,20,Full year,2021,84,76.32,9.15,74.93,77.84,0.88
PGSP11476,20,Full year,2022,84,78.14,8.88,73.95,78.87,0.86
PGSP11476,20,Full year,2023,83,75.46,9.06,74.95,78.13,0.94
PGSP11476,20,Full year,2024,78,77.04,7.99,75.15,79.15,0.86
PGSP11480,10,Full year,2020,146,76.2,8.41,74.58,74.71,0.66
PGSP11480,10,Full year,2021,138,74.67,9.61,73.46,73.73,0.65
PGSP11480,10,Full year,2022,147,74.56,9.02,74.0,74.01,0.68
PGSP11480,10,Full year,2023,139,73.63,9.68,74.43,74.73,0.65
PGSP11480,10,Full year,2024,147,74.11,8.06,74.33,74.64,0.65
PGSP11484,10,Semester 1,2020,134,76.36,8.01,75.29,74.22,0.99
PGSP11484,10,Semester 1,2021,129,76.42,8.26,75.23,74.53,0.94
PGSP11484,10,Semester 1,2022,130,75.24,8.2,75.76,72.88,1.0
PGSP11484,10,Semester 1,2023,128,77.46,7.66,75.27,73.77,0.98
PGSP11484,10,Semester 1,2024,130,76.8,8.88,76.09,73.32,1.0
PGSP11486,20,Semester 2,2020,129,80.98,10.41,81.33,80.77,0.69
PGSP11486,20,Semester 2,2021,125,81.37,10.61,80.37,79.68,0.65
PGSP11486,20,Semester 2,2022,120,81.44,9.58,81.47,80.26,0.68
PGSP11486,20,Semester 2,2023,124,81.04,10.12,81.31,80.21,0.7
PGSP11486,20,Semester 2,2024,130,82.11,10.06,82.23,80.4,0.67
PGSP11487,20,Semester 1,2020,57,80.19,7.84,80.25,80.93,0.87
PGSP11487,20,Semester 1,2021,59,78.98,8.33,79.61,80.2,0.9
PGSP11487,20,Semester 1,2022,54,78.58,6.99,79.77,80.56,0.85
PGSP11487,20,Semester 1,2023,56,79.67,8.28,79.13,79.84,0.93
PGSP11487,20,Semester 1,2024,55,80.8,8.49,78.69,80.44,0.91
PGSP11490,20,Semester 1,2020,103,66.96,8.81,66.61,68.13,0.94
PGSP11490,20,Semester 1,2021,106,69.23,9.56,67.46,67.87,0.93
PGSP11490,20,Semester 1,2022,113,68.58,9.5,66.55,68.21,0.99
PGSP11490,20,Semester 1,2023,103,69.53,8.23,67.4,69.47,0.91
PGSP11490,20,Semester 1,2024,109,70.68,9.64,67.27,69.47,1.0
PGSP11491,10,Full year,2020,85,76.87,6.13,76.26,74.2,0.94
PGSP11491,10,Full year,2021,80,75.23,4.98,75.93,74.37,0.88
PGSP11491,10,Full year,2022,87,76.21,5.98,75.57,75.47,0.87
PGSP11491,10,Full year,2023,85,75.36,5.55,75.5,74.65,0.92
PGSP11491,10,Full year,2024,87,76.71,6.77,76.75,75.07,0.91
PGSP11492,10,Full year,2020,128,77.32,4.87,78.8,78.42,0.99
PGSP11492,10,Full year,2021,132,78.95,4.89,77.59,78.9,0.92
PGSP11492,10,Full year,2022,125,77.59,6.26,77.55,78.59,0.94
PGSP11492,10,Full year,2023,128,76.74,5.9,79.4,79.83,0.94
PGSP11492,10,Full year,2024,125,78.93,4.82,77.56,78.94,0.96
PGSP11499,20,Semester 1,2020,122,69.9,5.04,73.53,71.43,0.9
PGSP11499,20,Semester 1,2021,123,71.05,6.39,73.89,71.78,0.94
PGSP11499,20,Semester 1,2022,120,71.86,5.74,73.77,71.8,0.89
PGSP11499,20,Semester 1,2023,119,69.69,5.15,74.12,70.0,0.97
PGSP11499,20,Semester 1,2024,120,69.72,6.21,72.36,70.96,0.88
PGSP11501,20,Full year,2020,61,69.24,7.58,71.59,69.85,0.76
PGSP11501,20,Full year,2021,64,69.4,7.97,70.48,70.17,0.76
PGSP11501,20,Full year,2022,63,68.86,6.89,71.88,69.63,0.83
PGSP11501,20,Full year,2023,62,68.48,8.64,70.41,70.39,0.83
PGSP11501,20,Full year,2024,60,71.53,7.76,70.59,70.6,0.79
PGSP11502,10,Semester 1,2020,133,66.16,9.36,68.04,66.59,0.98
PGSP11502,10,Semester 1,2021,136,66.8,10.55,68.41,66.89,1.0
PGSP11502,10,Semester 1,2022,123,66.0,9.34,67.32,67.36,1.0
PGSP11502,10,Semester 1,2023,123,66.21,10.02,67.02,67.39,0.94
PGSP11502,10,Semester 1,2024,132,68.34,9.56,68.32,67.61,0.99
PGSP11503,20,Semester 1,2020,108,80.73,8.51,82.12,77.75,0.99
PGSP11503,20,Semester 1,2021,99,78.38,7.39,81.14,77.97,0.97
PGSP11503,20,Semester 1,2022,102,79.84,7.04,80.38,77.25,0.98
PGSP11503,20,Semester 1,2023,108,77.94,7.12,81.25,77.64,0.95
PGSP11503,20,Semester 1,2024,102,78.52,6.97,80.2,78.32,0.96
PGSP11504,10,Semester 1,2020,100,82.89,8.19,81.54,83.39,0.7
PGSP11504,10,Semester 1,2021,101,83.43,7.91,80.96,83.27,0.66
PGSP11504,10,Semester 1,2022,109,81.58,9.26,82.32,83.35,0.67
PGSP11504,10,Semester 1,2023,101,82.93,8.0,80.52,83.78,0.62
PGSP11504,10,Semester 1,2024,102,83.96,7.42,82.31,82.62,0.68
PGSP11505,20,Semester 1,2020,94,74.94,4.54,73.89,74.73,0.87
PGSP11505,20,Semester 1,2021,96,72.55,5.95,73.97,75.04,0.86
PGSP11505,20,Semester 1,2022,96,73.06,5.7,75.4,75.47,0.82
PGSP11505,20,Semester 1,2023,95,74.23,5.69,75.23,74.56,0.83
PGSP11505,20,Semester 1,2024,100,75.0,4.53,74.79,73.83,0.87
PGSP11506,10,Semester 1,2020,85,81.81,6.63,81.33,81.39,0.64
PGSP11506,10,Semester 1,2021,82,79.19,6.42,79.63,81.65,0.57
PGSP11506,10,Semester 1,2022,84,78.76,7.53,79.61,81.15,0.59
PGSP11506,10,Semester 1,2023,85,80.6,7.55,80.45,82.21,0.64
PGSP11506,10,Semester 1,2024,87,79.59,7.03,80.26,81.94,0.56
PGSP11507,10,Semester 2,2020,138,81.37,8.08,82.79,80.18,0.69
PGSP11507,10,Semester 2,2021,128,82.55,8.14,83.16,79.45,0.73
PGSP11507,10,Semester 2,2022,131,82.04,7.01,83.28,79.62,0.75
PGSP11507,10,Semester 2,2023,130,80.56,6.5,82.72,80.34,0.72
PGSP11507,10,Semester 2,2024,140,83.5,6.83,82.81,81.16,0.71
PGSP11509,20,Semester 1,2020,66,77.89,8.81,77.28,77.64,0.79
PGSP11509,20,Semester 1,2021,70,79.04,8.32,78.45,78.4,0.76
PGSP11509,20,Semester 1,2022,65,77.04,8.0,77.76,78.05,0.79
PGSP11509,20,Semester 1,2023,67,78.24,7.08,77.92,77.31,0.77
PGSP11509,20,Semester 1,2024,68,79.03,7.06,78.69,78.55,0.8
PGSP11510,10,Semester 2,2020,71,64.12,7.49,65.91,67.36,0.74
PGSP11510,10,Semester 2,2021,78,64.35,6.36,66.64,68.5,0.72
PGSP11510,10,Semester 2,2022,75,65.46,6.84,66.27,68.25,0.79
PGSP11510,10,Semester 2,2023,75,65.89,6.48,65.45,67.56,0.74
PGSP11510,10,Semester 2,2024,78,66.25,5.73,65.92,67.9,0.73
PGSP11511,20,Semester 2,2020,114,66.67,10.32,63.74,64.63,0.89
PGSP11511,20,Semester 2,2021,120,65.82,9.47,64.63,66.01,0.87
PGSP11511,20,Semester 2,2022,110,65.28,8.97,63.7,66.12,0.9
PGSP11511,20,Semester 2,2023,111,65.42,9.29,64.43,65.26,0.9
PGSP11511,20,Semester 2,2024,120,65.28,9.68,63.99,64.6,0.87
PGSP11512,20,Full year,2020,87,74.68,5.65,75.94,75.76,0.81
PGSP11512,20,Full year,2021,90,76.08,6.31,75.9,75.51,0.75
PGSP11512,20,Full year,2022,85,75.69,6.01,76.84,76.79,0.81
PGSP11512,20,Full year,2023,84,75.54,7.38,76.42,75.98,0.76
PGSP11512,20,Full year,2024,82,76.49,6.76,75.32,76.47,0.82
PGSP11513,20,Semester 2,2020,82,71.06,9.33,73.76,69.17,0.8
PGSP11513,20,Semester 2,2021,83,71.99,9.02,73.39,70.65,0.81
PGSP11513,20,Semester 2,2022,79,69.36,8.91,72.19,69.83,0.78
PGSP11513,20,Semester 2,2023,78,70.17,9.32,73.9,69.37,0.78
PGSP11513,20,Semester 2,2024,83,71.65,9.36,73.39,70.12,0.84
PGSP11514,10,Full year,2020,80,79.51,5.99,83.09,82.37,0.62
PGSP11514,10,Full year,2021,81,81.11,5.66,82.6,82.59,0.61
PGSP11514,10,Full year,2022,79,81.23,6.5,83.26,81.66,0.65
PGSP11514,10,Full year,2023,81,82.74,5.92,82.65,81.62,0.58
PGSP11514,10,Full year,2024,82,82.91,5.44,82.64,81.75,0.65
PGSP11515,20,Full year,2020,98,82.49,7.64,83.69,86.21,0.91
PGSP11515,20,Full year,2021,98,85.12,6.52,82.74,86.11,0.88
PGSP11515,20,Full year,2022,97,84.49,8.12,84.09,86.38,0.87
PGSP11515,20,Full year,2023,98,85.37,6.65,83.12,85.78,0.87
PGSP11515,20,Full year,2024,100,84.94,8.14,83.28,87.15,0.9
PGSP11520,10,Semester 2,2020,149,74.76,8.94,73.67,73.25,0.76
PGSP11520,10,Semester 2,2021,147,73.5,9.42,72.12,72.33,0.73
PGSP11520,10,Semester 2,2022,150,74.58,9.34,72.59,72.64,0.76
PGSP11520,10,Semester 2,2023,149,73.13,9.78,72.59,71.77,0.72
PGSP11520,10,Semester 2,2024,153,74.63,9.17,72.06,72.59,0.71
PGSP11521,10,Full year,2020,137,80.7,8.53,78.93,80.26,0.9
PGSP11521,10,Full year,2021,139,77.49,8.44,79.28,81.2,0.93
PGSP11521,10,Full year,2022,140,78.49,8.11,77.51,79.35,0.96
PGSP11521,10,Full year,2023,139,78.26,8.09,78.86,79.62,0.96
PGSP11521,10,Full year,2024,129,78.24,7.83,78.53,80.26,0.88
PGSP11522,10,Semester 2,2020,69,78.86,4.87,79.22,78.81,0.71
PGSP11522,10,Semester 2,2021,64,79.08,5.03,78.7,78.69,0.75
PGSP11522,10,Semester 2,2022,63,77.46,5.11,79.94,79.05,0.7
PGSP11522,10,Semester 2,2023,64,78.8,5.41,79.38,79.18,0.75
PGSP11522,10,Semester 2,2024,65,80.25,4.66,78.32,78.35,0.74
PGSP11524,10,Semester 1,2020,117,74.78,6.89,74.95,73.78,0.77
PGSP11524,10,Semester 1,2021,115,75.78,7.96,73.58,74.49,0.82
PGSP11524,10,Semester 1,2022,111,75.59,8.43,75.34,74.39,0.78
PGSP11524,10,Semester 1,2023,112,75.81,7.33,73.98,73.69,0.8
PGSP11524,10,Semester 1,2024,116,75.79,7.84,74.17,75.39,0.85
PGSP11526,20,Semester 2,2020,75,64.79,8.64,62.76,64.77,0.97
PGSP11526,20,Semester 2,2021,78,64.16,9.86,63.63,63.38,0.96
PGSP11526,20,Semester 2,2022,74,62.32,10.2,63.26,63.89,0.99
PGSP11526,20,Semester 2,2023,78,61.33,9.1,62.44,63.25,1.0
PGSP11526,20,Semester 2,2024,77,63.19,8.99,61.78,64.55,1.0
PGSP11527,20,Semester 1,2020,133,73.3,6.23,74.29,76.3,0.82
PGSP11527,20,Semester 1,2021,132,76.79,5.57,74.77,77.59,0.8
PGSP11527,20,Semester 1,2022,132,74.87,5.72,74.95,77.47,0.75
PGSP11527,20,Semester 1,2023,130,74.34,4.71,74.49,76.91,0.72
PGSP11527,20,Semester 1,2024,133,75.26,6.29,74.57,75.86,0.8
PGSP11529,20,Semester 1,2020,104,81.91,6.38,82.83,81.74,0.76
PGSP11529,20,Semester 1,2021,99,83.56,6.23,83.07,81.62,0.72
PGSP11529,20,Semester 1,2022,104,83.98,6.46,84.17,82.14,0.74
PGSP11529,20,Semester 1,2023,98,81.56,7.76,83.26,81.19,0.75
PGSP11529,20,Semester 1,2024,95,81.99,6.8,82.99,81.41,0.73
PGSP11534,10,Semester 2,2020,130,62.42,9.51,60.57,61.32,0.76
PGSP11534,10,Semester 2,2021,132,60.86,8.75,60.61,62.08,0.76
PGSP11534,10,Semester 2,2022,127,61.01,8.36,60.18,62.03,0.79
PGSP11534,10,Semester 2,2023,124,60.57,9.23,60.07,60.91,0.75
PGSP11534,10,Semester 2,2024,124,63.15,8.37,60.06,61.7,0.75
PGSP11542,10,Semester 2,2020,124,79.49,7.46,77.15,80.99,0.71
PGSP11542,10,Semester 2,2021,126,77.03,8.0,77.99,79.78,0.7
PGSP11542,10,Semester 2,2022,130,78.86,7.71,78.47,80.79,0.67
PGSP11542,10,Semester 2,2023,120,77.92,8.12,78.3,79.61,0.65
PGSP11542,10,Semester 2,2024,130,77.64,8.25,78.25,79.88,0.65
PGSP11552,10,Semester 1,2020,117,78.11,9.65,75.35,76.26,0.75
PGSP11552,10,Semester 1,2021,123,77.93,8.33,76.18,76.91,0.74
PGSP11552,10,Semester 1,2022,123,76.57,9.45,75.34,77.66,0.7
PGSP11552,10,Semester 1,2023,118,78.13,8.9,76.57,77.22,0.7
PGSP11552,10,Semester 1,2024,125,75.98,9.81,75.9,77.18,0.73
PGSP11555,20,Full year,2020,51,78.11,5.38,79.25,80.31,0.63
PGSP11555,20,Full year,2021,55,81.46,5.82,79.63,80.61,0.62
PGSP11555,20,Full year,2022,52,80.52,6.71,80.52,79.53,0.64
PGSP11555,20,Full year,2023,54,78.99,6.47,79.12,80.49,0.58
PGSP11555,20,Full year,2024,55,79.62,5.81,79.37,80.72,0.61
PGSP11558,20,Semester 2,2020,55,69.5,7.08,68.41,67.7,0.71
PGSP11558,20,Semester 2,2021,55,68.92,5.37,68.39,67.48,0.76
PGSP11558,20,Semester 2,2022,54,67.24,5.58,67.65,66.89,0.79
